rotoworld
https://www.rotoworld.com/basketball/nba/player/29106/lou-williams
https://www.rotoworld.com/basketball/nba/player/28859/lebron-james
https://www.rotoworld.com/basketball/nba/player/29583/paul-george
https://www.rotoworld.com/basketball/nba/player/60017/jay-scrubb
https://www.rotoworld.com/basketball/nba/player/30300/kris-dunn
https://www.rotoworld.com/basketball/nba/player/30418/alex-caruso
https://www.rotoworld.com/basketball/nba/player/29378/danilo-gallinari
https://www.rotoworld.com/basketball/nba/player/30429/jayson-tatum
https://www.rotoworld.com/basketball/nba/player/30003/dewayne-dedmon
https://www.rotoworld.com/basketball/nba/player/30598/robert-williams
https://www.rotoworld.com/basketball/nba/player/28460/vince-carter
https://www.rotoworld.com/basketball/nba/player/30296/ben-simmons
https://www.rotoworld.com/basketball/nba/player/30579/collin-sexton
https://www.rotoworld.com/basketball/nba/player/29473/james-harden
https://www.rotoworld.com/basketball/nba/player/58317/precious-achiuwa
https://www.rotoworld.com/basketball/nba/player/29574/john-wall
https://www.rotoworld.com/basketball/nba/player/30392/danuel-house
https://www.rotoworld.com/basketball/nba/player/29578/demarcus-cousins
https://www.rotoworld.com/basketball/nba/player/28359/kobe-bryant
https://www.rotoworld.com/basketball/nba/player/27781/liangelo-ball
https://www.rotoworld.com/basketball/nba/player/29379/eric-gordon
https://www.rotoworld.com/basketball/nba/player/51029/coby-white
https://www.rotoworld.com/basketball/nba/player/30433/lauri-markkanen
https://www.rotoworld.com/basketball/nba/player/29277/kevin-durant
https://www.rotoworld.com/basketball/nba/player/29705/reggie-jackson
https://www.rotoworld.com/basketball/nba/player/29477/stephen-curry
https://www.rotoworld.com/basketball/nba/player/29066/chris-paul
https://www.rotoworld.com/basketball/nba/player/30353/abdel-nader
https://www.rotoworld.com/basketball/nba/player/30169/devin-booker
https://www.rotoworld.com/basketball/nba/player/29944/rudy-gobert
https://www.rotoworld.com/basketball/nba/player/29279/mike-conley
https://www.rotoworld.com/basketball/nba/player/30119/joe-ingles
https://www.rotoworld.com/basketball/nba/player/58672/udoka-azubuike
https://www.rotoworld.com/basketball/nba/player/29487/jrue-holiday
https://www.rotoworld.com/basketball/nba/player/29382/brook-lopez
https://www.rotoworld.com/basketball/nba/player/51075/jalen-smith
https://www.rotoworld.com/basketball/nba/player/29685/jonas-valanciunas
https://www.rotoworld.com/basketball/nba/player/30067/kyle-anderson
https://www.rotoworld.com/basketball/nba/player/58299/anthony-edwards
https://www.rotoworld.com/basketball/nba/player/30591/josh-okogie
https://www.rotoworld.com/basketball/nba/player/30310/juancho-hernangomez
https://www.rotoworld.com/basketball/nba/player/30196/josh-richardson
https://www.rotoworld.com/basketball/nba/player/30505/maxi-kleber
https://www.rotoworld.com/basketball/nba/player/30179/rondae-hollis-jefferson
https://www.rotoworld.com/basketball/nba/player/56107/max-strus
https://www.rotoworld.com/basketball/nba/player/30605/devonte-graham
https://www.rotoworld.com/basketball/nba/player/30391/fred-vanvleet
https://www.rotoworld.com/basketball/nba/player/49167/kendrick-nunn
https://www.rotoworld.com/basketball/nba/player/29929/steven-adams
https://www.rotoworld.com/basketball/nba/player/50955/zion-williamson
https://www.rotoworld.com/basketball/nba/player/29203/kyle-lowry
https://www.rotoworld.com/basketball/nba/player/30391/fred-vanvleet
https://www.rotoworld.com/basketball/nba/player/30202/norman-powell
https://www.rotoworld.com/basketball/nba/player/29396/serge-ibaka
https://www.rotoworld.com/basketball/nba/player/30449/og-anunoby
https://www.rotoworld.com/basketball/nba/player/51421/terence-davis
https://www.rotoworld.com/basketball/nba/player/29322/marc-gasol
https://www.rotoworld.com/basketball/nba/player/30179/rondae-hollis-jefferson
https://www.rotoworld.com/basketball/nba/player/30507/chris-boucher
https://www.rotoworld.com/basketball/nba/player/55787/matt-thomas
https://www.rotoworld.com/basketball/nba/player/30333/patrick-mccaw
https://www.rotoworld.com/basketball/nba/player/30164/stanley-johnson
https://www.rotoworld.com/basketball/nba/player/51071/shamorie-ponds
https://www.rotoworld.com/basketball/nba/player/52617/dewan-hernandez
https://www.rotoworld.com/basketball/nba/player/51036/oshae-brissett
https://www.rotoworld.com/basketball/nba/player/30260/malcolm-miller
https://www.rotoworld.com/basketball/nba/player/30439/donovan-mitchell
https://www.rotoworld.com/basketball/nba/player/29712/bojan-bogdanovic
https://www.rotoworld.com/basketball/nba/player/29944/rudy-gobert
https://www.rotoworld.com/basketball/nba/player/29279/mike-conley
https://www.rotoworld.com/basketball/nba/player/30119/joe-ingles
https://www.rotoworld.com/basketball/nba/player/30163/emmanuel-mudiay
https://www.rotoworld.com/basketball/nba/player/30518/royce-oneale
https://www.rotoworld.com/basketball/nba/player/30345/georges-niang
https://www.rotoworld.com/basketball/nba/player/30454/tony-bradley
https://www.rotoworld.com/basketball/nba/player/51433/justin-wright-foreman
https://www.rotoworld.com/basketball/nba/player/51295/miye-oni
